Time (s),Absorbance
0.0,2.0142359143888364
20.689655172413794,1.9585578909846946
41.37931034482759,1.840032084681991
62.06896551724138,1.8448992502540804
82.75862068965517,1.8338137935594223
103.44827586206897,1.7315500949342364
124.13793103448276,1.6822319658728964
144.82758620689657,1.6389258769980173
165.51724137931035,1.570797566317001
186.20689655172413,1.5299892357275784
206.89655172413794,1.4459469714412982
227.58620689655174,1.3767013968881077
248.27586206896552,1.0161221864155632
268.9655172413793,1.3048526529300428
289.65517241379314,1.289870380391057
310.3448275862069,1.241603182389867
331.0344827586207,1.1607393592571396
351.7241379310345,1.1026124422836936
372.41379310344826,1.0709530818327861
393.1034482758621,0.9961987462261738
413.7931034482759,0.9643550728996946
434.48275862068965,0.8944161158869359
455.1724137931035,0.8824698325593577
475.86206896551727,0.7778810387404936
496.55172413793105,0.7396611235324938
517.2413793103449,0.6973098781979786
537.9310344827586,0.6252830948985323
558.6206896551724,0.588716340369685
579.3103448275863,0.4984033549868907
600.0,0.4932552079840777
