Time (s),Absorbance
0.0,1.99369561978548
20.689655172413794,1.9892876430056854
41.37931034482759,1.97795003016524
62.06896551724138,1.973546630721804
82.75862068965517,1.956587476585936
103.44827586206897,1.9475726867501746
124.13793103448276,1.9402771268760086
144.82758620689657,1.9291131037902942
165.51724137931035,1.926823024698406
186.20689655172413,1.9062269953659687
206.89655172413794,1.9006900211106648
227.58620689655174,1.8930516546317155
248.27586206896552,1.877629834232598
268.9655172413793,1.877326397635005
289.65517241379314,1.8573392201646308
310.3448275862069,1.8470576637397258
331.0344827586207,1.848555160450522
351.7241379310345,1.8318736112217129
372.41379310344826,1.8297928826900038
393.1034482758621,1.8171299655354105
413.7931034482759,1.8131127443321735
434.48275862068965,1.7953931026213585
455.1724137931035,1.787524884952589
475.86206896551727,1.7687358238520996
496.55172413793105,1.755604308152915
517.2413793103449,1.742287658496462
537.9310344827586,1.752033981216511
558.6206896551724,2.199079055323941
579.3103448275863,1.72349542016094
600.0,1.7158637045016634
