Time (s),Absorbance
0.0,1.9398293387770602
20.689655172413794,2.1479864391405488
41.37931034482759,1.924167518905517
62.06896551724138,1.7825047691733755
82.75862068965517,1.9332889739689396
103.44827586206897,1.6917087384511735
124.13793103448276,1.7974380836384067
144.82758620689657,1.5433433324396086
165.51724137931035,1.5692503606273984
186.20689655172413,1.684513709793809
206.89655172413794,1.7014328648960926
227.58620689655174,1.6074816557052038
248.27586206896552,1.541538620037038
268.9655172413793,1.4857516994065885
289.65517241379314,1.3307684906184296
310.3448275862069,1.3693948895053565
331.0344827586207,1.358074053938504
351.7241379310345,1.4726087743460294
372.41379310344826,1.3640170013706394
393.1034482758621,1.1161097775671749
413.7931034482759,1.287580810732583
434.48275862068965,1.1794228064411272
455.1724137931035,1.1129974551418178
475.86206896551727,1.2046159047461558
496.55172413793105,1.209306848801319
517.2413793103449,1.162093529152999
537.9310344827586,0.9478023856087706
558.6206896551724,0.9635615210355682
579.3103448275863,0.990367722450701
600.0,1.0175545127122358
