Time (s),Absorbance
0.0,1.995208257621547
20.689655172413794,2.369793312774953
41.37931034482759,1.9144538916392502
62.06896551724138,1.8763137958281588
82.75862068965517,1.8591597409825626
103.44827586206897,1.827355503733984
124.13793103448276,1.7758316229221278
144.82758620689657,1.7493456738065065
165.51724137931035,1.7056853257677178
186.20689655172413,1.6583763886608454
206.89655172413794,1.6312001629516357
227.58620689655174,1.6057251932508665
248.27586206896552,1.5527451878847627
268.9655172413793,1.2574456866720771
289.65517241379314,1.4524232386142748
310.3448275862069,1.4495983353885795
331.0344827586207,1.4050084017168645
351.7241379310345,1.3639064782194792
372.41379310344826,1.3305727801791483
393.1034482758621,1.2725381039574393
413.7931034482759,1.666656871892061
434.48275862068965,1.2215021601978762
455.1724137931035,1.195468595619829
475.86206896551727,1.1382655736793326
496.55172413793105,1.098121960522792
517.2413793103449,1.063947946805534
537.9310344827586,1.0408781591080551
558.6206896551724,0.9977702697172866
579.3103448275863,0.9519437772726743
600.0,0.9251326743311336
