Time (s),Absorbance
0.0,2.0051169261357304
20.689655172413794,2.0065222291204283
41.37931034482759,1.9991023366541103
62.06896551724138,1.9831506790574216
82.75862068965517,1.9833962418424618
103.44827586206897,1.98343726412494
124.13793103448276,1.9785494227821054
144.82758620689657,1.975674950744311
165.51724137931035,2.201086153908675
186.20689655172413,1.9710733459544758
206.89655172413794,1.9670720495355967
227.58620689655174,1.9620496375770402
248.27586206896552,1.948825668752457
268.9655172413793,1.9516207331043969
289.65517241379314,1.9538269072317782
310.3448275862069,1.9469871267488073
331.0344827586207,1.932520403194888
351.7241379310345,1.925039628357525
372.41379310344826,1.9361669083548678
393.1034482758621,1.9302546270730365
413.7931034482759,1.9263825818767553
434.48275862068965,1.923073413097153
455.1724137931035,1.9191897172737562
475.86206896551727,1.9144276959467692
496.55172413793105,1.9095594945150538
517.2413793103449,1.9011365739259
537.9310344827586,1.8991670716219897
558.6206896551724,1.8995974529014594
579.3103448275863,1.8938163409944413
600.0,1.8856657433686417
