Time (s),Absorbance
0.0,2.0086075602107396
20.689655172413794,1.9390549034788414
41.37931034482759,1.8859252247688343
62.06896551724138,1.821124189329553
82.75862068965517,1.765556303674795
103.44827586206897,1.7072168303311328
124.13793103448276,1.6388764732845549
144.82758620689657,1.5769014838664699
165.51724137931035,1.2522407434303018
186.20689655172413,1.4640655556820599
206.89655172413794,1.4112157723124792
227.58620689655174,1.3393609537420477
248.27586206896552,1.293990771217812
268.9655172413793,1.2356568267509016
289.65517241379314,1.1711940668533034
310.3448275862069,1.101831821614723
331.0344827586207,1.0549382010034105
351.7241379310345,0.9957229840269534
372.41379310344826,0.938465893753413
393.1034482758621,0.8753309515566915
413.7931034482759,0.8154786317471401
434.48275862068965,0.7549275202594459
455.1724137931035,0.6894569926512262
475.86206896551727,0.6322966930885954
496.55172413793105,0.5752386426841711
517.2413793103449,0.5208383906535352
537.9310344827586,0.45243452192175015
558.6206896551724,0.3985157549832903
579.3103448275863,0.3421188883855942
600.0,0.2765445523205874
