Time (s),Absorbance
0.0,2.0049671415301122
20.689655172413794,1.9613759776779431
41.37931034482759,1.9319941267603173
62.06896551724138,1.9035061606330457
82.75862068965517,1.8486929490113873
103.44827586206897,1.8114517338787839
124.13793103448276,1.792343852293005
144.82758620689657,1.7469846921191152
165.51724137931035,1.697374221657892
186.20689655172413,1.6702531866427563
206.89655172413794,1.622952029968427
227.58620689655174,1.5856875300505042
248.27586206896552,1.5555230709915224
268.9655172413793,1.4967292665189393
289.65517241379314,1.461371511330042
310.3448275862069,1.4357564350524177
331.0344827586207,1.3940096198311385
351.7241379310345,1.3700390250500905
372.41379310344826,1.320574931658581
393.1034482758621,1.2782907560900953
413.7931034482759,1.269828901482319
434.48275862068965,1.2156732714778933
455.1724137931035,1.181364937219293
475.86206896551727,1.1292007939999344
496.55172413793105,1.1007630693064723
517.2413793103449,1.0700747431384778
537.9310344827586,1.0202142021568115
558.6206896551724,0.9982397388041464
579.3103448275863,0.9512349924111566
600.0,0.9170830625020673
