Time (s),Absorbance
0.0,2.0032425425941414
20.689655172413794,1.9930994244925406
41.37931034482759,1.9955236399203353
62.06896551724138,1.996372130135539
82.75862068965517,1.7909206964302042
103.44827586206897,1.9883685413775354
124.13793103448276,1.9859553432912702
144.82758620689657,1.9934088594629717
165.51724137931035,1.9870054092437819
186.20689655172413,1.9943331227825272
206.89655172413794,1.98993294473664
227.58620689655174,1.9857521702216743
248.27586206896552,1.992823276763716
268.9655172413793,1.9898364685917442
289.65517241379314,1.9818733129604182
310.3448275862069,1.982452436435416
331.0344827586207,1.9774964587144677
351.7241379310345,1.9773757570480948
372.41379310344826,1.9841182982453522
393.1034482758621,1.9806511971495062
413.7931034482759,1.972013529092478
434.48275862068965,1.9703375592611743
455.1724137931035,1.9623235336003488
475.86206896551727,1.97389735857708
496.55172413793105,1.9685136264518066
517.2413793103449,1.9580019321821578
537.9310344827586,1.9689516294912877
558.6206896551724,1.9604475681968396
579.3103448275863,1.9677067949526257
600.0,1.9529425857656348
