Time (s),Absorbance
0.0,1.99558233976774
20.689655172413794,1.9991583491481881
41.37931034482759,2.0123701607293647
62.06896551724138,1.9820110732217102
82.75862068965517,1.9624147093473723
103.44827586206897,1.9415388154178106
124.13793103448276,1.9042020717771857
144.82758620689657,1.8279112326415536
165.51724137931035,1.80244269587509
186.20689655172413,1.7745141800788296
206.89655172413794,1.7223674373902174
227.58620689655174,1.6916623605948828
248.27586206896552,1.6597305382390695
268.9655172413793,1.6378752846124536
289.65517241379314,1.5861666631023041
310.3448275862069,1.5515486776064509
331.0344827586207,1.5172621683581988
351.7241379310345,1.4803314386365622
372.41379310344826,1.4379361670472752
393.1034482758621,1.3884429224700652
413.7931034482759,1.3710691418406102
434.48275862068965,1.330245929115389
455.1724137931035,1.2777221321866419
475.86206896551727,1.2446252602228662
496.55172413793105,1.2230820126958868
517.2413793103449,1.183020348549856
537.9310344827586,1.1325211580024463
558.6206896551724,1.0997834209299326
579.3103448275863,1.063806757014038
600.0,1.0341700377571512
